Area Name,Area ID,Park Name,Park ID,Squirrel ID,Primary Fur Color,Highlights in Fur Color,Color Notes,Location,Above Ground (Height in Feet),Specific Location,Activities,Interactions with Humans,Other Notes or Observations,Squirrel Latitude (DD.DDDDDD),Squirrel Longitude (-DD.DDDDDD)
UPPER MANHATTAN,A,J. Hood Wright Park,02,A-02-18,Gray,Cinnamon,,Ground Plane,,,Foraging,Indifferent,,40.846064,-73.941497
UPPER MANHATTAN,A,J. Hood Wright Park,02,A-02-19,Gray,Cinnamon,,"Above Ground, Specific Location",2,tree,Climbing,Indifferent,,40.846065,-73.941498
UPPER MANHATTAN,A,J. Hood Wright Park,02,A-02-20,Gray,Cinnamon,,Ground Plane,,,Foraging,Indifferent,,40.847296,-73.942061
UPPER MANHATTAN,A,J. Hood Wright Park,02,A-02-21,Gray,Cinnamon,,Ground Plane,,,Foraging,Runs From,,40.847259,-73.941598
UPPER MANHATTAN,A,J. Hood Wright Park,02,A-02-22,Gray,Cinnamon,,Ground Plane,,,Foraging,Indifferent,,40.84719,-73.941308
UPPER MANHATTAN,A,J. Hood Wright Park,02,A-02-23,Gray,Cinnamon,,"Above Ground, Specific Location",2,fence,Eating,Indifferent,,40.84719,-73.941308
UPPER MANHATTAN,A,J. Hood Wright Park,02,A-02-24,Cinnamon,White,,"Above Ground, Specific Location",20,tree,Sitting,Indifferent,,40.847113,-73.940937
UPPER MANHATTAN,A,Highbridge Park,03,A-03-01,Gray,Cinnamon,,"Above Ground, Specific Location",2,in tree,"Chasing, Climbing",Watches us from tree,#1 and #2 chasing each other,40.841178,-73.935482
UPPER MANHATTAN,A,Highbridge Park,03,A-03-02,Gray,White,,"Above Ground, Specific Location",2,in tree,"Chasing, Climbing, Eating",Runs From,#1 and #2 chasing each other,40.841204,-73.935434
UPPER MANHATTAN,A,Highbridge Park,03,A-03-03,Gray,White,,"Above Ground, Specific Location",2,in tree,Running,,,40.841212,-73.934827
UPPER MANHATTAN,A,Highbridge Park,03,A-03-04,Gray,White,,Above Ground,3,,Climbing,,,40.841217,-73.934714
UPPER MANHATTAN,A,Highbridge Park,03,A-03-05,Gray,Cinnamon,,Ground Plane,,,Running,Runs From,"#5, #6 & #7 together in shrub area to East, a lot of acorns and Corona bottle caps on ground",40.841359,-73.934339
UPPER MANHATTAN,A,Highbridge Park,03,A-03-06,Gray,Gray,,"Above Ground, Specific Location",2,in tree,Running,"Runs From, watchful","#5, #6 & #7 together in shrub area to East, a lot of acorns and Corona bottle caps on ground",40.841375,-73.934242
UPPER MANHATTAN,A,Highbridge Park,03,A-03-07,Gray,Cinnamon,,"Above Ground, Specific Location",< 1,on log,Running,Runs From,"#5, #6 & #7 together in shrub area to East, a lot of acorns and Corona bottle caps on ground",40.841375,-73.934242
UPPER MANHATTAN,A,Highbridge Park,03,A-03-08,Gray,Cinnamon,,"Above Ground, Specific Location",3,in wall,"Running, Chasing, Climbing",Runs From,"#8 & #9 saw together at start of river overlook, hiding in cracks of cement wall! so cool!",40.842308,-73.933061
UPPER MANHATTAN,A,Highbridge Park,03,A-03-09,Gray,Cinnamon,,"Above Ground, Specific Location",3,in wall,,,"#8 & #9 saw together at start of river overlook, hiding in cracks of cement wall! so cool!",40.842401,-73.932986
UPPER MANHATTAN,A,Highbridge Park,03,A-03-10,Gray,Cinnamon,,"Ground Plane, Above Ground",6‰ÛÒ18,"Started on ground, climbed 6‰ÛÒ18 ft.","Climbing, Foraging",Watching us from tree - very interested in us,"Lots of garbage, near #8 & #9",40.842511,-73.932916
UPPER MANHATTAN,A,Highbridge Park,03,A-03-11,Gray,Cinnamon,,Above Ground,4,,Vocalization at us,"Approaches, watching us",,40.842673,-73.932793
UPPER MANHATTAN,A,Highbridge Park,03,A-03-12,Gray,White,,Ground Plane,,,"Running, Foraging",Runs From,,40.842795,-73.933002
UPPER MANHATTAN,A,Highbridge Park,03,A-03-13,Gray,Cinnamon,,Ground Plane,,,Running,,,,
UPPER MANHATTAN,A,Highbridge Park,03,A-03-14,Gray,Cinnamon,,Ground Plane,,,"Running, Eating","Runs From, watches us in short tree",Loud sparrows in tree,40.842327,-73.934269
UPPER MANHATTAN,A,Highbridge Park,03,A-03-15,Gray,Cinnamon,,"Above Ground, Specific Location",9,in tree,Jumped to building,,,40.842359,-73.934177
UPPER MANHATTAN,A,Highbridge Park,03,A-03-16,Gray,Cinnamon,,Ground Plane,,,"Eating, Foraging",Indifferent,,40.842769,-73.934478
UPPER MANHATTAN,A,St. Nicholas Park,04,A-04-01,Gray,White,,Above Ground,,,Climbing,Indifferent,Jumping between,40.817593,-73.948855
UPPER MANHATTAN,A,St. Nicholas Park,04,A-04-02,Black,Black,,Ground Plane,,,Foraging,Indifferent,Chasing #3,40.817719,-73.948855
UPPER MANHATTAN,A,St. Nicholas Park,04,A-04-03,Gray,White,,Ground Plane,,,Eating,Indifferent,Being chased by #2,40.817719,-73.948914
UPPER MANHATTAN,A,St. Nicholas Park,04,A-04-04,Gray,White,,Ground Plane,,,Foraging,Indifferent,,40.817711,-73.949118
UPPER MANHATTAN,A,St. Nicholas Park,04,A-04-05,Gray,White,,Ground Plane,,,"Climbing, Eating",Indifferent,,40.817569,-73.948931
UPPER MANHATTAN,A,St. Nicholas Park,04,A-04-06,Gray,Gray,,Above Ground,,,"Chasing, Climbing",Indifferent,,40.817544,-73.949016
UPPER MANHATTAN,A,St. Nicholas Park,04,A-04-07,Gray,Gray,,Above Ground,,,"Chasing, Climbing",Indifferent,,40.817544,-73.949016
UPPER MANHATTAN,A,St. Nicholas Park,04,A-04-08,Gray,White,,Ground Plane,,,Running,Runs From,,40.817479,-73.949006
UPPER MANHATTAN,A,St. Nicholas Park,04,A-04-09,Gray,White,,Ground Plane,,,Foraging,Indifferent,Wooded area,40.816685,-73.949689
UPPER MANHATTAN,A,St. Nicholas Park,04,A-04-10,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,Wooded area,40.816677,-73.949549
UPPER MANHATTAN,A,St. Nicholas Park,04,A-04-11,Black,Black,,Ground Plane,,,Foraging,Indifferent,Wooded area,40.816555,-73.949609
UPPER MANHATTAN,A,St. Nicholas Park,04,A-04-12,Gray,White,,Ground Plane,,,Foraging,Indifferent,Wooded area - would look but not fully approach,40.816506,-73.949587
UPPER MANHATTAN,A,St. Nicholas Park,04,A-04-13,Gray,White,,Ground Plane,,,Running,Indifferent,,40.816425,-73.949474
UPPER MANHATTAN,A,St. Nicholas Park,04,A-04-14,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,40.818308,-73.948952
UPPER MANHATTAN,A,St. Nicholas Park,04,A-04-15,Gray,Black,,Ground Plane,,,Foraging,Indifferent,,40.818263,-73.948909
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,A-05-01,Gray,Gray,,Ground Plane,,,"Running, up tree",Runs From,,,
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,A-05-02,Gray,Gray,,Ground Plane,,,"Running, up tree",Runs From,,,
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,A-05-03,Gray,Gray,,Ground Plane,,,"Running, up tree",Indifferent,,,
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,A-05-04,Gray,Gray,,Ground Plane,,,Chasing,Indifferent,,,
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,A-05-05,Gray,Gray,,Ground Plane,,,Chasing,,,,
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,A-05-06,Gray,Gray,,Above Ground,15,,Sitting on branch,Indifferent,,,
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,A-05-07,Gray,Gray,,Ground Plane,,,"Running, up tree",Indifferent,Forever wild section,,
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,A-05-08,Gray,Gray,,Ground Plane,,,Eating,Indifferent,,,
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,A-05-09,Gray,Gray,,Ground Plane,,,Eating,Indifferent,,,
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,A-05-10,Gray,Gray,,Ground Plane,,,Eating,Indifferent,,,
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,A-05-11,Gray,Gray,,Ground Plane,,,Eating,Indifferent,,,
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,A-05-12,Gray,Gray,,Ground Plane,,,Eating,Indifferent,,,
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,A-05-13,Gray,Gray,,Ground Plane,,,Eating,Indifferent,,,
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,A-05-14,Gray,Gray,,Ground Plane,,,Eating,Indifferent,,,
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,A-05-15,Gray,Gray,,Ground Plane,,,Chasing,Indifferent,,,
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,A-05-16,Gray,Gray,,Ground Plane,,,Chasing,Indifferent,,,
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,A-05-17,Gray,Gray,,Ground Plane,,,Eating,Okay with people,,,
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,A-05-18,Gray,Gray,,Ground Plane,,,Running,Indifferent,,,
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,A-05-19,Gray,Gray,,"Above Ground, Specific Location",,Tree,Running,Indifferent,,,
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,A-05-20,Gray,Gray,,Ground Plane,,,Running,Indifferent,,,
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,A-05-21,Gray,Gray,,Ground Plane,,at tree,,Indifferent,,,
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,A-05-22,Gray,Gray,,Ground Plane,,,Chasing,,,,
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,A-05-23,Gray,Gray,,Ground Plane,,,Chasing,,,,
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,A-05-24,Gray,Gray,,,,,Sitting at attention,,,,
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,A-05-25,Gray,Gray,,Ground Plane,,,Eating,Indifferent,,,
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,A-05-26,Gray,Gray,,Ground Plane,,,Eating,Indifferent,,,
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,A-05-27,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
UPPER MANHATTAN,A,Riverside Park (Section Near Grant Memorial),05,A-05-28,Gray,Gray,,Ground Plane,,,Foraging,Indifferent,,,
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-01,Gray,Gray,,Above Ground,20‰ÛÒ40,,Climbing,Indifferent,HAWK. HAAAAAWK. All in 1 tree.,40.804912,-73.943735
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-02,Gray,Gray,,Above Ground,20‰ÛÒ40,,Climbing,Indifferent,HAWK. HAAAAAWK. All in 1 tree.,40.804912,-73.943736
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-03,Gray,Gray,,Above Ground,20‰ÛÒ40,,Climbing,Indifferent,HAWK. HAAAAAWK. All in 1 tree.,40.804913,-73.943735
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-04,Gray,Gray,,Above Ground,20‰ÛÒ40,,Climbing,Indifferent,HAWK. HAAAAAWK. All in 1 tree.,40.804915,-73.943737
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-05,Gray,Gray,,Above Ground,20‰ÛÒ40,,Climbing,Indifferent,HAWK. HAAAAAWK. All in 1 tree.,40.804916,-73.943735
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-06,Gray,Gray,,Above Ground,20‰ÛÒ40,,Climbing,Indifferent,HAWK. HAAAAAWK. All in 1 tree.,40.804914,-73.943736
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-07,Gray,Gray,,Above Ground,20‰ÛÒ40,,Climbing,Indifferent,HAWK. HAAAAAWK. All in 1 tree.,40.804917,-73.943737
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-08,Black,Black,,Above Ground,25,,Climbing,,Defending the tree from the HAAAAWK. The bravest.,40.804912,-73.943738
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-09,Gray,Gray,,"Above Ground, Specific Location",2‰ÛÒ6,small trees,"Chasing, Climbing, Eating",Indifferent,"2 were chasing each other through some short trees, others just sat",40.804701,-73.944118
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-10,Gray,Gray,,"Above Ground, Specific Location",2‰ÛÒ6,small trees,"Chasing, Climbing, Eating",Indifferent,"2 were chasing each other through some short trees, others just sat",40.804746,-73.94374
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-11,Gray,Gray,,"Above Ground, Specific Location",2‰ÛÒ6,small trees,"Chasing, Climbing, Eating",Indifferent,"2 were chasing each other through some short trees, others just sat",40.804912,-73.94408
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-12,Gray,Gray,,"Above Ground, Specific Location",2‰ÛÒ6,small trees,"Chasing, Climbing, Eating",Indifferent,"2 were chasing each other through some short trees, others just sat",40.804729,-73.944053
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-13,Gray,Gray,,Above Ground,4...3...2...1,,Climbing,,"Slid down a signpost while spinning. Other squirrels flung leaves at it, cheering.",40.804713,-73.944032
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-14,Gray,Gray,,Above Ground,15,,"Climbing, Eating",,Too far to observe human interactions,40.804613,-73.943829
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-15,Gray,Gray,,Above Ground,15,,"Climbing, Eating",,Too far to observe human interactions,40.804564,-73.943824
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-16,Gray,Gray,,Ground Plane,,,Running,,Ran up the the 3rd baseline of a Little League field. Wrong way!,40.804253,-73.944121
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-17,Gray,Gray,,Ground Plane,,,Running,,Scampered across path,40.803758,-73.94433
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-18,Gray,Gray,,Above Ground,4,,"Sitting, shouting",Indifferent,,40.803616,-73.944464
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-19,Gray,Gray,,Above Ground,4,,"Sitting, shouting",Indifferent,,40.803413,-73.944207
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-20,Gray,Gray,,Above Ground,4,,"Sitting, shouting",Indifferent,,40.80338,-73.944148
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-21,Gray,Gray,,Above Ground,4,,"Sitting, shouting",Indifferent,,40.803392,-73.944228
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-22,Gray,Gray,,Above Ground,,,"Defending tree, shouting","Indifferent, Preoccupied by HAAWK",HAWK. Same scene as 1‰ÛÒ8. All gray.,40.803794,-73.944003
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-23,Gray,Gray,,Above Ground,,,"Defending tree, shouting","Indifferent, Preoccupied by HAAWK",HAWK. Same scene as 1‰ÛÒ8. All gray.,40.803795,-73.944003
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-24,Gray,Gray,,Above Ground,,,"Defending tree, shouting","Indifferent, Preoccupied by HAAWK",HAWK. Same scene as 1‰ÛÒ8. All gray.,40.803794,-73.944004
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-25,Gray,Gray,,Above Ground,,,"Defending tree, shouting","Indifferent, Preoccupied by HAAWK",HAWK. Same scene as 1‰ÛÒ8. All gray.,40.803794,-73.944005
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-26,Gray,Gray,,Above Ground,,,"Defending tree, shouting","Indifferent, Preoccupied by HAAWK",HAWK. Same scene as 1‰ÛÒ8. All gray.,40.803796,-73.944003
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-27,Gray,Gray,,Above Ground,,,"Defending tree, shouting","Indifferent, Preoccupied by HAAWK",HAWK. Same scene as 1‰ÛÒ8. All gray.,40.803795,-73.944004
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-28,Gray,Gray,,Above Ground,3,,Eating,Indifferent,,40.80362,-73.944067
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-29,Gray,Gray,,Above Ground,6,,"Chasing, Climbing",Runs From,,40.80352,-73.943629
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-30,Gray,Gray,,Above Ground,6,,"Chasing, Climbing",Runs From,,40.803507,-73.943661
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-31,Gray,Gray,,Above Ground,25,,Climbing,,,40.803981,-73.943327
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-32,Gray,Gray,,Above Ground,25,,Climbing,,,40.804123,-73.943402
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-33,Black,Cinnamon,Chestnut Brown?? May be black with sunlight??,Above Ground,25,,Cleaning,,Cleaning himself like a cat would.,40.803981,-73.943273
UPPER MANHATTAN,A,Marcus Garvey Park,06,A-06-34,Gray,Gray,,Above Ground,4,,Climbing,Runs From,,40.804878,-73.942781
CENTRAL MANHATTAN,B,Madison Square Park,07,B-07-01,Gray,,,Ground Plane,,,Foraging,Indifferent,Scar on forehead,40.74145,-73.987884
CENTRAL MANHATTAN,B,Madison Square Park,07,B-07-02,Gray,,,"Above Ground, Specific Location",30,in a tree,Sitting,,,40.742255,-73.987433
CENTRAL MANHATTAN,B,Madison Square Park,07,B-07-03,Gray,,,Ground Plane,,,Foraging,Indifferent,,40.742556,-73.986971
CENTRAL MANHATTAN,B,Madison Square Park,07,B-07-04,Gray,,,"Above Ground, Specific Location",10,in tree,Resting in tree,,,40.742792,-73.987046
CENTRAL MANHATTAN,B,Madison Square Park,07,B-07-05,Gray,,,"Ground Plane, Specific Location",,Farragut Lawn,Running,Indifferent,"Many pigeons lounging on lawn, tourist taking picture",40.74288,-73.987663
CENTRAL MANHATTAN,B,Madison Square Park,07,B-07-06,Gray,,,"Above Ground, Specific Location",15,in old tree (oval lawn),Sitting,Indifferent,#6 & #7 in same tree,40.742421,-73.98808
CENTRAL MANHATTAN,B,Madison Square Park,07,B-07-07,Gray,,,"Above Ground, Specific Location",20,in old tree (oval lawn),Sitting,Indifferent,"#6 & #7 in same tree - In general, visitors/people are trying to coax squirrels and take pictures. They are delighted to see squirrels.",40.742421,-73.98808
CENTRAL MANHATTAN,B,Madison Square Park,07,B-07-08,Gray,Cinnamon,,"Ground Plane, Specific Location",,base of tree,Foraging,Indifferent,Dog owners encouraging dogs to chase squirrels,40.742807,-73.988435
CENTRAL MANHATTAN,B,Madison Square Park,07,B-07-09,Gray,,,"Ground Plane, Specific Location",,base of tree,Foraging,Indifferent,Ran from base of tree to lawn about 20 feet away in search of food,40.741528,-73.988324
CENTRAL MANHATTAN,B,Madison Square Park,07,B-07-10,Gray,,,"Above Ground, Specific Location",10,in tree,"Climbing, Foraging",Indifferent,"First spotted in tree, then climbed down. Squirrel was small in stature.",40.741805,-73.988448
CENTRAL MANHATTAN,B,Madison Square Park,07,B-07-11,Gray,,,"Ground Plane, Above Ground",1,on bench,"Running, Climbing, Foraging",Indifferent,"First seen on bench. Then jumped to ground, ran across path and onto lawn in search of food.",40.741862,-73.988797
CENTRAL MANHATTAN,B,Union Square Park,08,B-08-01,Cinnamon,Cinnamon,,Ground Plane,,,Climbing,Friendly,,40.735981,-73.99062
CENTRAL MANHATTAN,B,Union Square Park,08,B-08-02,Gray,Gray,,Ground Plane,,,"Running, Eating, Foraging",Indifferent,,40.735847,-73.990115
CENTRAL MANHATTAN,B,Union Square Park,08,B-08-03,Cinnamon,,,Ground Plane,,,Foraging,Indifferent,,40.735896,-73.99041
CENTRAL MANHATTAN,B,Union Square Park,08,B-08-04,Gray,,,Ground Plane,,,Foraging,Indifferent,,40.73579,-73.990738
CENTRAL MANHATTAN,B,Union Square Park,08,B-08-05,Gray,,,Ground Plane,,,Digging,Indifferent,,40.735941,-73.99063
CENTRAL MANHATTAN,B,Union Square Park,08,B-08-06,Gray,,,"Above Ground, Specific Location",,in tree,Climbing,,,40.73566,-73.990351
CENTRAL MANHATTAN,B,Union Square Park,08,B-08-07,Gray,Cinnamon,Cinnamon tail,"Above Ground, Specific Location",,in tree,"Climbing, Eating",,Baby smaller,40.735636,-73.990426
CENTRAL MANHATTAN,B,Union Square Park,08,B-08-08,Gray,Black,,,,,Climbing,,Baby smaller,40.73566,-73.990351
CENTRAL MANHATTAN,B,Union Square Park,08,B-08-09,Gray,,,,,,"Running, Digging",Runs From,,40.735587,-73.990367
CENTRAL MANHATTAN,B,Union Square Park,08,B-08-10,Gray,,,Ground Plane,,,"Eating, Foraging","Indifferent, Staring",,40.73542,-73.990453
CENTRAL MANHATTAN,B,Union Square Park,08,B-08-11,Cinnamon,,,Ground Plane,,,Foraging,"Indifferent, Runs From (kids)",Ran away from kids and climbed up the tree,40.735514,-73.99033
CENTRAL MANHATTAN,B,Union Square Park,08,B-08-12,Gray,,,Ground Plane,,,"Eating, Foraging",,Big,40.735945,-73.990201
CENTRAL MANHATTAN,B,Union Square Park,08,B-08-13,Cinnamon,,,,,,Foraging,,Big,40.735947,-73.99023
CENTRAL MANHATTAN,B,Union Square Park,08,B-08-14,Gray,,,Ground Plane,,,"Eating, Foraging",,Big and chubby,40.73604,-73.98966
CENTRAL MANHATTAN,B,Union Square Park,08,B-08-15,Gray,,,Ground Plane,,,"Eating, Foraging",,,40.73618,-73.990683
CENTRAL MANHATTAN,B,Union Square Park,08,B-08-16,Cinnamon,,,Ground Plane,,,"Eating, Foraging",,,40.736298,-73.990559
CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,B-09-01,Gray,Cinnamon,,Ground Plane,,,Foraging,Indifferent,Found nut and moved into tree,40.733753,-73.983682
CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,B-09-02,Gray,Cinnamon,,Ground Plane,,,Foraging,Indifferent,,40.733648,-73.983483
CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,B-09-03,Gray,Cinnamon,,Ground Plane,,,Foraging,Indifferent,,40.733631,-73.983419
CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,B-09-04,Gray,Cinnamon,,Ground Plane,,,Climbing,Runs From,,40.733546,-73.983263
CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,B-09-05,Gray,Cinnamon,,Above Ground,30,,Climbing,,,40.733591,-73.983263
CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,B-09-06,Gray,Cinnamon,,Above Ground,15,,"Climbing, Eating",Indifferent,,40.733648,-73.984294
CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,B-09-07,Gray,Cinnamon,,Ground Plane,,,Foraging,Approaches,"Curious, thinks we have food",40.733737,-73.98438
CENTRAL MANHATTAN,B,Stuyvesant Square Park,09,B-09-08,Gray,Cinnamon,,Ground Plane,,,Chasing,Indifferent,Being chased by #9,40.733501,-73.984417
